Key,English [en-GB]
EVENT_ROAD_CAMPAIGN_16_RESULT_B,"You are enjoying watching the animals graze when an arrow flies out and hits the larger of the deer in its center chest. It bolts away, but doesn't make it very far before collapsing.<br><br>Then you see a large Inox emerge from the brush and turn toward you. ""I thought you were going to do something stupid there for a second. Thanks for not scaring away my quarry. Allow me to share some of the spoils with you."" "
EVENT_ROAD_CAMPAIGN_17_INTRO,"Not far outside Gloomhaven, you look up to see a large bird flying overhead. Something is odd, though. Its movements are jerky, and there is smoke billowing out of it. Then you see it plunge into a sudden nose-dive and crash to the ground off in the east. <br><br>You rush to the scene and find a limping, soot-covered Quatryl kicking a giant winged contraption made of leather and metal.<br><br>""Curse this wretched thing!"" He yells in frustration. ""I thought I'd worked it out, and then I suddenly lost pressure in the piston chamber!""<br><br>He looks over at you. ""You there! Wonderful timing!"" Help me get this thing back into the air. There is no time to waste!"""
EVENT_ROAD_CAMPAIGN_17_OPTION_A,Do whatever the Quatryl says. 
EVENT_ROAD_CAMPAIGN_17_OPTION_B,Demand an explanation before you help in any way. 
EVENT_ROAD_CAMPAIGN_17_RESULT_A,"You set the wings and bang out a few dents while the Quatryl repairs his pressure problem. In under an hour, the Quatryl declares the contraption airworthy and jumps in the cockpit. You stand clear and watch in awe as the thing begins flapping wildly, then sputters forward and lifts off the ground. <br><br>Unfortunately, the flight is short-lived, and the second crash is not nearly as forgiving. You find the Quatryl dead on impact, and there's nothing more to do except harvest the machine for valuable parts. "
EVENT_ROAD_CAMPAIGN_17_RESULT_B,"You force the Quatryl to slow down and talk to you, but his eyes keep darting around in a panic. ""Don't you understand? The world needs my technology now! I must perfect it! It will revolutionize everything!""<br><br>You agree that the power of flight is pretty great, but you convince the Quatryl that the world can wait a day for him to get some rest and organize his thoughts. You help him transport the broken machine back to town. "
EVENT_ROAD_CAMPAIGN_18_INTRO,"The road contains many dangers, the chief among them are the barbaric tribes of Inox that inhabit the wilderness around the city. This is why your heart sinks when you see a mounted group of them ride up to you and surround your party. <br><br>""Ah, agents of that wretched monstrosity you call a town,"" the largest of the Inox says as he looks down at you. ""Tell me, scum. What business do you have out here on my land? Have those fools sent you out to murder more of my people?""  "
EVENT_ROAD_CAMPAIGN_18_OPTION_A,Attempt to come to a peaceful resolution.
EVENT_ROAD_CAMPAIGN_18_OPTION_B,"Attack the insulting, contemptuous Inox. "
EVENT_ROAD_CAMPAIGN_18_RESULT_A_A,"You begin to agree with the Inox that Gloomhaven is a blight on the land in need of cleansing, and the Inox seems to believe you. ""Go in peace, then,"" the leader says. ""And stay off my land."""
EVENT_ROAD_CAMPAIGN_18_RESULT_A_B,"You try to explain that you mean the Inox no ill will, but the leader eyes you skeptically. ""Foul creature. I curse you and your kind! Run—get off my land and never come back!"""
EVENT_ROAD_CAMPAIGN_18_RESULT_B,"Enraged by the Inox's insulting tongue, you take up your weapons and attack. Even the Inox were not expecting a move so bold. The fight is brutal, especially with your enemy mounted, but after felling a number of their warriors, the rest retreat. "
EVENT_ROAD_CAMPAIGN_19_INTRO,"Heading down the main road, you see an odd-looking wagon in front of you. It is covered in metal bars and a number of ragged men in chains walk behind it. On either side of the wagon, you see city guards on horseback keeping a watchful eye on everything. <br><br>You get closer and one of the guards calls out to you. ""Keep your distance! We are transporting dangerous criminals.""<br><br>A moment later, one of the prisoners in back slips out of his manacles and begins to sprint full speed into the tall grass. "
EVENT_ROAD_CAMPAIGN_19_OPTION_A,Help the guards catch their escaping man.
EVENT_ROAD_CAMPAIGN_19_OPTION_B,Interfere with the guards to help the man escape. 
EVENT_ROAD_CAMPAIGN_19_RESULT_A_A,"You chase after the sprinting man, but the guards conclude you must be an accomplice trying to help him. They shoot arrows in your direction, forcing you to retreat from the situation. "
EVENT_ROAD_CAMPAIGN_19_RESULT_A_B,"The man's speed after spending months in jail is no match for your own. With the help of the guards on horseback, you quickly have him cornered and returned to the wagon."
EVENT_ROAD_CAMPAIGN_19_RESULT_B,"Criminals deserve freedom as much as the next man. While the guards are distracted by the one escapee, you rush to the wagon and release the others. Chaos erupts as the prisoners scatter in every direction. Many manage to escape, and you find a mysterious gift of thanks waiting on your doorstep when you return to Gloomhaven. "
EVENT_ROAD_CAMPAIGN_1_INTRO,"""Heading out a little late, aren't you?"" The guard at the wall looks at you passively. You grunt in response and head through the opened gate.<br><br>""Nobody's gonna go looking for your corpse if you don't return!"" the guard shouts at your back.<br><br>You end up embarking out on the road much later than you had hoped—events in town saw to that—but as the dusk settles on the horizon you feel confident that you are up to any threat you might face.<br><br>And then begins the howling of wolves—vicious, foul beasts—and, judging from their sounds, they seem to be getting closer."
EVENT_ROAD_CAMPAIGN_1_OPTION_A,Run from the howling to safety. 
EVENT_ROAD_CAMPAIGN_1_OPTION_B,Let the wolves come. 
EVENT_ROAD_CAMPAIGN_1_RESULT_A,"You pick up and run as fast as you can through the underbrush and away from the ominous sounds. They seem to be receding as you stumble headlong into some sort of thicket filled with sticky spines. <br><br>You pull yourself out, but not before your skin is pierced in numerous places and becomes inflamed. Best to avoid this plant in the future."
EVENT_ROAD_CAMPAIGN_1_RESULT_B,"Confident that the wolves pose no significant threat, you stand your ground and prepare for battle. The pack comes—ragged and hungry, slowly emerging from the dark— and surrounds your party. <br><br>There are more of them than you expected, but not enough to take you down. You suffer a bite or two, but are able to fight them off. "
EVENT_ROAD_CAMPAIGN_20_INTRO,"You are trudging through some foothills when you hear the strangest sound in the distance. It sounds vaguely like wolves howling, but higher pitched, and there is a rhythm and a melody to it.<br><br>You crest a nearby hill and survey the area, spying a pack of Vermlings standing in a circle and singing. “Singing” is the best way you can think to describe it, anyway. Occasionally during the song they also clap and dance around."
EVENT_ROAD_CAMPAIGN_20_OPTION_A,The song must serve some nefarious purpose. Attack the Vermlings. 
EVENT_ROAD_CAMPAIGN_20_OPTION_B,Move closer and enjoy the music. 
EVENT_ROAD_CAMPAIGN_20_RESULT_A,"You take the pack by surprise. Fully distracted by their ritual, they don't even see you coming. The Vermlings still get in a few good attacks before they are slain, though. "
EVENT_ROAD_CAMPAIGN_20_RESULT_B,"Not wanting to disturb the ritual, you inch a little closer, staying out of sight, and then sit and listen. They go through a number of different tunes, and you feel enriched by the experience. "
EVENT_ROAD_CAMPAIGN_21_INTRO,"You find yourself cutting through the dense underbrush of a forest when you notice a number of small woodland animals running along the forest floor in the opposite direction.<br><br>Mice, squirrels, ferrets—they all appear to be running from something up ahead of you. You are filled with a troubling sense of foreboding as you catch a whiff of smoke in the air."
EVENT_ROAD_CAMPAIGN_21_OPTION_A,Keep moving forward. 
EVENT_ROAD_CAMPAIGN_21_OPTION_B,Follow the animal's cue and run in the opposite direction. 
EVENT_ROAD_CAMPAIGN_21_RESULT_A,"By the time you see the flames, it is too late. A great forest fire is raging around you. You try to run, but you don’t make it out of the blaze without serious injuries and smoke<br>inhalation."
EVENT_ROAD_CAMPAIGN_21_RESULT_B,"Fearing the worst, you turn around and head out of the forest the way you came in. You reach a clearing just before a great fire consumes everything with its blaze. It takes a while to orient yourself and find the road again, but considering the alternative, you feel lucky."
EVENT_ROAD_CAMPAIGN_22_INTRO,"There was a heavy rain last night, and the roads are now dark streaks of mud. And as bad as it is for you walking, you see that others up ahead on the road are having worse trouble. You come upon a collection of wagons stuck in the mud on the side of the road.<br><br>You look around and see an odd assortment of people dressed in garish clothing. They are working to push their brightly painted wagons, all emblazoned with a “Marvelous and Magical Techno-Circus” logo, out of the muck.<br><br>“We just stopped for a quick meal, and now the wheels have sunk into this mess,” a Quatryl with a fancy top hat says as you approach. “I’m sure our strongmen will get us out eventually, but we certainly wouldn’t begrudge a little extra help.”"
EVENT_ROAD_CAMPAIGN_22_OPTION_A,Help push out the Quatryl ringmaster's wagon.
EVENT_ROAD_CAMPAIGN_22_OPTION_B,Help push out the fortune-teller's wagon.
EVENT_ROAD_CAMPAIGN_22_RESULT_A,"You put down some boards and then heave and push until the great wagon is out of the ditch and moving back on the road. The diminutive Quatryl tips his hat.<br><br>“Well, I certainly could not have done that on my own. Your assistance is greatly appreciated. I tell you what—the next time we’re back in Gloomhaven, why don’t you stop by our circus, and we’ll let you in for free.”"
EVENT_ROAD_CAMPAIGN_22_RESULT_B,"You take pity on an old Orchid woman trying to extricate her fortune-teller’s wagon by herself. You help her get it back on the road, and then she grabs you and looks deep into your eyes.<br><br>“Your path is dark and cursed. There is a shadow around you—a Gloom. You must leave this place. Be rid of it before it consumes you.”"
