Keys,"Солов'їна [ua-UA]"
THEFAVORITE_DESCR_TOOLTIP,"Підбирання повертає «Фаворита» Рубаці, після чого його можна використати, щоб додати +3 до Атаки до будь-якої дистанційної атаки."
THENEWFAVORITE_DESCR_TOOLTIP,"Підбирання повертає «Нового Фаворита» Рубаці, після чого його можна використати, щоб додати +3 до Атаки, Рану та Поштовх 1 до будь-якої дистанційної атаки."
ADVENTURE_ACHIEVEMENT_Demolitionist_1,"Безжальне руйнування"
ADVENTURE_ACHIEVEMENT_Demolitionist_1_Desc,"Підривник знищує 20 перешкод"
ADVENTURE_ACHIEVEMENT_Demolitionist_2,"К-К-К-Комбо"
ADVENTURE_ACHIEVEMENT_Demolitionist_2_Desc,"Підривник атакує одного й того самого ворога 3 рази за раунд 15 разів"
ADVENTURE_ACHIEVEMENT_Demolitionist_3,"Професійний боєць"
ADVENTURE_ACHIEVEMENT_Demolitionist_3_Desc,"Підривник оглушує 20 ворогів"
ADVENTURE_ACHIEVEMENT_Hatchet_1,"Звісно, ти дав ім'я своїй сокирі"
ADVENTURE_ACHIEVEMENT_Hatchet_1_Desc,"Рубака вбиває 30 ворогів за допомогою «Фаворита»"
ADVENTURE_ACHIEVEMENT_Hatchet_2,"Рубай та ріж"
ADVENTURE_ACHIEVEMENT_Hatchet_2_Desc,"Рубака завдає 99 шкоди своїми атаками"
ADVENTURE_ACHIEVEMENT_Hatchet_3,"Лети, моя красуне!"
ADVENTURE_ACHIEVEMENT_Hatchet_3_Desc,"Рубака споживає Повітря 40 разів"
ADVENTURE_ACHIEVEMENT_Redguard_1,"Ану йди сюди!"
ADVENTURE_ACHIEVEMENT_Redguard_1_Desc,"Багряний Страж притягує 20 ворогів"
ADVENTURE_ACHIEVEMENT_Redguard_2,"Зибучі піски"
ADVENTURE_ACHIEVEMENT_Redguard_2_Desc,"Багряний Страж завдає 30 шкоди ворогам своєю здібністю 5-го рівня"
ADVENTURE_ACHIEVEMENT_Redguard_3,"Подвійна веселка"
ADVENTURE_ACHIEVEMENT_Redguard_3_Desc,"Багряний Страж споживає 60 елементів"
ADVENTURE_ACHIEVEMENT_Voidwarden_1,"Покажіть їм!"
ADVENTURE_ACHIEVEMENT_Voidwarden_1_Desc,"Пустковартова використовує 30 здібностей, що надають дії союзникам"
ADVENTURE_ACHIEVEMENT_Voidwarden_2,"Пустка забирає"
ADVENTURE_ACHIEVEMENT_Voidwarden_2_Desc,"Пустковартова використовує здібність, яка накладає негативний стан, 30 разів"
ADVENTURE_ACHIEVEMENT_Voidwarden_3,"Пустка дає"
ADVENTURE_ACHIEVEMENT_Voidwarden_3_Desc,"Пустковартова відновлює 100 одиниць здоров'я"
PERK_Demolitionist_01,"Пил"
PERK_Demolitionist_01_Desc,"Вилучіть чотири карти <color=""orange"">+0</color>"
PERK_Demolitionist_02,"Стабільність"
PERK_Demolitionist_02_Desc,"Вилучіть дві карти <color=""purple"">-1</color>"
PERK_Demolitionist_03,"Вдосконалення"
PERK_Demolitionist_03_Desc,"Вилучіть одну карту <color=""purple"">-2</color> та одну карту <color=""orange"">+1</color>"
PERK_Demolitionist_04,"Підсилення"
PERK_Demolitionist_04_Desc,"Замініть одну карту <color=""orange"">+0</color> однією картою <color=""orange"">+2</color>"
PERK_Demolitionist_05,"Дошкуляння"
PERK_Demolitionist_05_Desc,"Замініть одну карту <color=""purple"">-1</color> картою <color=""orange"">+0</color> з ОТРУЄННЯМ <sprite name=Poison>"
PERK_Demolitionist_06,"Приголомшення"
PERK_Demolitionist_06_Desc,"Додайте одну карту <color=""orange"">+2</color> з ДЕЗОРІЄНТАЦІЄЮ <sprite name=Muddle>"
